id,title,organizational unit,date,iranTime
463,عدم ثبت افزایش آمپراژ,CU,2021-10-30,08/08/1400
464,کمسیون طرح,CU,2021-10-30,08/08/1400
465,کمیسیون,CU,2021-10-30,08/08/1400
466,خطای ثبت سابقه,CU,2021-10-30,08/08/1400
467,بازگشت وجه کنتور,CU,2021-10-30,08/08/1400
468,بایگانی درخواست,CU,2021-10-31,09/08/1400
469,جمع آوری درخواست,CU,2021-10-31,09/08/1400
470,خطای افزایش,CU,2021-10-31,09/08/1400
471,انشعاب,CU,2021-10-31,09/08/1400
472,ثبت,CU,2021-10-31,09/08/1400
473,خطای ایجاد سابقه,CU,2021-11-01,10/08/1400
474,جمع آوری ,CU,2021-11-01,10/08/1400
475,کنتور,CU,2021-11-01,10/08/1400
476,ارسال لینک مستقیم,CU,2021-11-01,10/08/1400
477,تغییر نام در درخواست انشعاب,CU,2021-11-01,10/08/1400
478,درخواست کابل,CU,2021-11-01,10/08/1400
479,درخواست کابل,CU,2021-11-02,11/08/1400
480,عدم امکان ارسال لینک,CU,2021-11-02,11/08/1400
481,انشعاب,CU,2021-11-02,11/08/1400
482,خطای ثبت سابقه,CU,2021-11-02,11/08/1400
483,اصلاح فیش ,CU,2021-11-02,11/08/1400
484,تغییرات قدرت,CU,2021-11-02,11/08/1400
485,حذف درخواست,CU,2021-11-02,11/08/1400
486,تغییر کد ملی,CU,2021-11-02,11/08/1400
487,متقاضی خرید مستقیم,CU,2021-11-02,11/08/1400
488,نصب کنتور,CU,2021-11-02,11/08/1400
489,عدم ثبت اطلاعات تجهیز,CU,2021-11-03,12/08/1400
490,خرید کنتور توسط متقاضی,CU,2021-11-03,12/08/1400
491,خطای افزایش,CU,2021-11-03,12/08/1400
492,کمسیون طرح,CU,2021-11-03,12/08/1400
493,ثبت نماینده,CU,2021-11-03,12/08/1400
494,ثبت نماینده,CU,2021-11-03,12/08/1400
495,خطای کد ملی,CU,2021-11-03,12/08/1400
496,ارسال لینک مستقیم,CU,2021-11-03,12/08/1400
497,عدم ثبت افزایش آمپراژ,CU,2021-11-03,12/08/1400
498,خرید کنتور,CU,2021-11-04,13/08/1400
499,تغییر نماینده,CU,2021-11-04,13/08/1400
500,سامانه سنم,CU,2021-11-04,13/08/1400
501,لینک خرید مستقیم,CU,2021-11-04,13/08/1400
502,خطا در کد ملی,CU,2021-11-04,13/08/1400
503,خطای کد ملی,CU,2021-11-04,13/08/1400
504,درخواست تغییر نام انشعاب درخواستی,CU,2021-11-05,14/08/1400
505,درخواست خرید,CU,2021-11-05,14/08/1400
506,جمع آوری هزینه انشعاب,CU,2021-11-05,14/08/1400
507,معافیت در پرداخت هزینه انشعاب,CU,2021-11-05,14/08/1400
508,اختصاص کابل,CU,2021-11-05,14/08/1400
509,بازگشت وجه انشعاب,CU,2021-11-05,14/08/1400
510,عدم ثبت کد ملی,CU,2021-11-05,14/08/1400
511,جابه جایی تجهیزات,CU,2021-11-06,15/08/1400
512,سامانه سنم,CU,2021-11-06,15/08/1400
513,ارسال لینک مستقیم,CU,2021-11-06,15/08/1400
514,تغیییر کمیسیون,CU,2021-11-06,15/08/1400
515,جابه جایی تجهیزات,CU,2021-11-06,15/08/1400
516,عدم ثبت درخواست,CU,2021-11-06,15/08/1400
517,تغییر شماره تلفن,CU,2021-11-07,16/08/1400
518,درخواست خرید,CU,2021-11-07,16/08/1400
519,درخواست کابل,CU,2021-11-07,16/08/1400
520,فیش هزینه انشعاب,CU,2021-11-07,16/08/1400
521,تغییر شماره تلفن,CU,2021-11-08,17/08/1400
522,تعویض لوازم,CU,2021-11-08,17/08/1400
523,خطا درخواست,CU,2021-11-08,17/08/1400
524,بازگشت هزینه کنتور,CU,2021-11-08,17/08/1400
525,خطا درخواست,CU,2021-11-08,17/08/1400
526,عدم امکان تغییر درخواست,CU,2021-11-08,17/08/1400
527,خطای تلفن,CU,2021-11-08,17/08/1400
528,ارسال لینک مستقیم,CU,2021-11-09,18/08/1400
529,تغییرات قدرت,CU,2021-11-09,18/08/1400
530,خطا درخواست,CU,2021-11-09,18/08/1400
531,جمع آوری درخواست,CU,2021-11-09,18/08/1400
532,تغییرات درخواست,CU,2021-11-09,18/08/1400
533,جابه جایی تجهیزات,CU,2021-11-09,18/08/1400
534,قیمت تجهیزات,CU,2021-11-10,19/08/1400
535,سامانه سنم,CU,2021-11-10,19/08/1400
536,عدم امکان ایجاد سابقه,CU,2021-11-10,19/08/1400
537,تغییر نام درخواست,CU,2021-11-10,19/08/1400
538,معافیت خرید مستقیم,CU,2021-11-10,19/08/1400
539,درخواست تایید خرید,CU,2021-11-10,19/08/1400
540,سامانه سنم,CU,2021-11-10,19/08/1400
541,کمیسیون,CU,2021-11-11,20/08/1400
542,اصلاح فیش ,CU,2021-11-11,20/08/1400
543,نصب کنتور,CU,2021-11-11,20/08/1400
544,لینک ارسال مستقیم,CU,2021-11-11,20/08/1400
545,درخواست تغییر نام,CU,2021-11-12,21/08/1400
546,تایید معافیت کنتور,CU,2021-11-12,21/08/1400
547,کد ملی اشتباه,CU,2021-11-12,21/08/1400
548,کنتور,CU,2021-11-12,21/08/1400
549,کمیسیون,CU,2021-11-12,21/08/1400
550,تعویض لوازم,CU,2021-11-12,21/08/1400
551,درخواست کابل,CU,2021-11-12,21/08/1400
552,تغییر تلفن,CU,2021-11-13,22/08/1400
553,جمع آوری ,CU,2021-11-13,22/08/1400
554,ثبت نماینده,CU,2021-11-13,22/08/1400
555,جمع آوری,CU,2021-11-13,22/08/1400
556,تایید معافیت,CU,2021-11-13,22/08/1400
557,عدم ثبت کد ملی,CU,2021-11-13,22/08/1400
558,جابه جایی تجهیزات,CU,2021-11-13,22/08/1400
559,کمیسون,CU,2021-11-13,22/08/1400
560,جمع آوری,CU,2021-11-13,22/08/1400
561,تعویض لوازم,CU,2021-11-13,22/08/1400
562,کابل انشعاب,CU,2021-11-13,22/08/1400
563,کنتور,CU,2021-11-13,22/08/1400
564,تغییر نماینده,CU,2021-11-14,23/08/1400
565,تغییر شماره تلفن,CU,2021-11-14,23/08/1400
566,کمسیون طرح,CU,2021-11-14,23/08/1400
567,کد ملی اشتباه,CU,2021-11-15,24/08/1400
568,درخواست خرید,CU,2021-11-15,24/08/1400
569,حذف درخواست,CU,2021-11-15,24/08/1400
570,فیش,CU,2021-11-15,24/08/1400
571,ثبت نماینده,CU,2021-11-15,24/08/1400
572,جا به جایی انشعاب,CU,2021-11-15,24/08/1400
573,معافیت,CU,2021-11-16,25/08/1400
574,معافیت خرید مستقیم,CU,2021-11-16,25/08/1400
575,خطای ارسال نصب,CU,2021-11-16,25/08/1400
576,تغییر کد ملی,CU,2021-11-16,25/08/1400
577,عدم تغییر در پیمانکار,CU,2021-11-16,25/08/1400
578,نصب درخواست,CU,2021-11-16,25/08/1400
579,تغییرات قدرت درخواست,CU,2021-11-16,25/08/1400
580,جمع آوری ,CU,2021-11-16,25/08/1400
581,تایید خرید,CU,2021-11-17,26/08/1400
582,درخواست,CU,2021-11-17,26/08/1400
583,درخواست معافیت در خرید مستقیم,CU,2021-11-17,26/08/1400
584,معافیت در پرداخت هزینه انشعاب,CU,2021-11-17,26/08/1400
585,عدم ثبت درخواست,CU,2021-11-17,26/08/1400
586,کنتور,CU,2021-11-17,26/08/1400
587,جمع آوری درخواست,CU,2021-11-17,26/08/1400
588,تایید خرید,CU,2021-11-17,26/08/1400
589,ثبت,CU,2021-11-18,27/08/1400
590,جابه جایی کنتور,CU,2021-11-18,27/08/1400
591,لینک ارسال مستقیم,CU,2021-11-18,27/08/1400
592,تعویض لوازم,CU,2021-11-18,27/08/1400
593,معافیت,CU,2021-11-18,27/08/1400
594,تغییر نام انشعاب,CU,2021-11-18,27/08/1400
595,اصلاح هزینه انشعاب,CU,2021-11-19,28/08/1400
596,بایگانی درخواست,CU,2021-11-19,28/08/1400
597,درخواست تغییر نام انشعاب درخواستی,CU,2021-11-19,28/08/1400
598,خطای افزایش,CU,2021-11-19,28/08/1400
599,خطا درخواست,CU,2021-11-19,28/08/1400
600,درخواست کابل,CU,2021-11-20,29/08/1400
601,جابه جایی,CU,2021-11-20,29/08/1400
602,عدم نمایش کنتور خریداری شده,CU,2021-11-20,29/08/1400
603,ارسال لینک مستقیم,CU,2021-11-20,29/08/1400
604,خرید کنتور توسط متقاضی,CU,2021-11-20,29/08/1400
605,فیش,CU,2021-11-20,29/08/1400
606,جا به جایی انشعاب,CU,2021-11-21,30/08/1400
607,عدم نمایش کنتور خریداری شده,CU,2021-11-21,30/08/1400
608,کابل انشعاب,CU,2021-11-21,30/08/1400
609,خطای ایجاد سابقه,CU,2021-11-21,30/08/1400
610,جمع آوری ,CU,2021-11-21,30/08/1400
611,عدم ثبت کد ملی درخواست,CU,2021-11-21,30/08/1400
612,خطا درخواست,CU,2021-11-21,30/08/1400
613,خطای تلفن,CU,2021-11-22,01/09/1400
614,عدم نمایش کنتور خریداری شده,CU,2021-11-22,01/09/1400
615,بازگشت وجه کنتور,CU,2021-11-22,01/09/1400
616,عدم ثبت افزایش آمپراژ,CU,2021-11-22,01/09/1400
617,عدم وجود کنتور,CU,2021-11-22,01/09/1400
618,کاهش آمپراژ,CU,2021-11-22,01/09/1400
619,درخواست معافیت در خرید مستقیم,CU,2021-11-22,01/09/1400
620,خطای ارسال نصب,CU,2021-11-22,01/09/1400
621,عدم ثبت افزایش آمپراژ,CU,2021-11-23,02/09/1400
622,تغییرات,CU,2021-11-23,02/09/1400
623,کابل انشعاب,CU,2021-11-23,02/09/1400
624,موجودی ناحیه,CU,2021-11-23,02/09/1400
625,حذف درخواست,CU,2021-11-23,02/09/1400
626,درخواست تغییر نام انشعاب درخواستی,CU,2021-11-23,02/09/1400
627,تایید معافیت,CU,2021-11-23,02/09/1400
628,خطای ایجاد سابقه,CU,2021-11-23,02/09/1400
629,تغییرات قدرت درخواست,CU,2021-11-24,03/09/1400
630,تغییر شماره تلفن,CU,2021-11-24,03/09/1400
631,تغییرات,CU,2021-11-24,03/09/1400
632,جمع آوری درخواست,CU,2021-11-24,03/09/1400
633,معافیت در پرداخت هزینه انشعاب,CU,2021-11-25,04/09/1400
634,کنتور,CU,2021-11-25,04/09/1400
635,خطای ارسال نصب,CU,2021-11-25,04/09/1400
636,توافق نامه,CU,2021-11-25,04/09/1400
637,اصلاح فیش ,CU,2021-11-25,04/09/1400
638,تایید معافیت,CU,2021-11-26,05/09/1400
639,انشعاب,CU,2021-11-26,05/09/1400
640,کنتور,CU,2021-11-26,05/09/1400
641,توافق نامه,CU,2021-11-26,05/09/1400
642,جمع آوری درخواست,CU,2021-11-26,05/09/1400
643,کابل انشعاب,CU,2021-11-26,05/09/1400
644,ارسال لینک مستقیم,CU,2021-11-26,05/09/1400
645,تغییرات درخواست,CU,2021-11-27,06/09/1400
646,معافیت خرید مستقیم,CU,2021-11-27,06/09/1400
647,عدم امکان ایجاد سابقه,CU,2021-11-27,06/09/1400
648,ثبت,CU,2021-11-27,06/09/1400
649,جمع آوری درخواست,CU,2021-11-27,06/09/1400
650,کمیسیون,CU,2021-11-27,06/09/1400
651,عدم نمایش کنتور خریداری شده,CU,2021-11-27,06/09/1400
652,بازگشت از خرید کنتور,CU,2021-11-27,06/09/1400
653,تایید معافیت,CU,2021-11-27,06/09/1400
654,تایید معافیت کنتور,CU,2021-11-28,07/09/1400
655,عدم امکان ایجاد سابقه,CU,2021-11-28,07/09/1400
656,ثبت نماینده,CU,2021-11-28,07/09/1400
657,جمع آوری هزینه انشعاب,CU,2021-11-28,07/09/1400
658,معافیت در پرداخت هزینه انشعاب,CU,2021-11-28,07/09/1400
659,نصب انشعاب,CU,2021-11-28,07/09/1400
660,خطای ثبت سابقه,CU,2021-11-29,08/09/1400
661,تعویض لوازم,CU,2021-11-29,08/09/1400
662,کنتور,CU,2021-11-29,08/09/1400
663,خطای ایجاد سابقه,CU,2021-11-29,08/09/1400
664,عدم ثبت اطلاعات تجهیز,CU,2021-11-30,09/09/1400
665,جمع آوری ,CU,2021-11-30,09/09/1400
666,کد ملی اشتباه,CU,2021-11-30,09/09/1400
667,جمع آوری هزینه انشعاب,CU,2021-11-30,09/09/1400
668,کاهش آمپراژ,CU,2021-11-30,09/09/1400
669,کنتور خریداری شده,CU,2021-11-30,09/09/1400
670,ثبت نماینده,CU,2021-12-01,10/09/1400
671,عدم تغییر در پیمانکار,CU,2021-12-01,10/09/1400
672,تایید معافیت,CU,2021-12-01,10/09/1400
673,عدم امکان ارسال لینک,CU,2021-12-01,10/09/1400
674,عدم ثبت افزایش آمپراژ,CU,2021-12-01,10/09/1400
675,متقاضی تعهد شرکت,CU,2021-12-01,10/09/1400
676,خطای افزایش,CU,2021-12-02,11/09/1400
677,عدم امکان ارسال به نصب,CU,2021-12-02,11/09/1400
678,موجودی ناحیه,CU,2021-12-02,11/09/1400
679,عدم امکان ثبت درخواست تعویض,CU,2021-12-02,11/09/1400
680,تایید معافیت,CU,2021-12-03,12/09/1400
681,معافیت در پرداخت هزینه انشعاب,CU,2021-12-03,12/09/1400
682,تایید هزینه انشعاب,CU,2021-12-03,12/09/1400
683,تغییر نماینده,CU,2021-12-03,12/09/1400
684,تغییر نماینده,CU,2021-12-03,12/09/1400
685,خطای ایجاد سابقه,CU,2021-12-03,12/09/1400
686,خرید کنتور توسط متقاضی,CU,2021-12-03,12/09/1400
687,لینک ارسال مستقیم,CU,2021-12-03,12/09/1400
688,بازگشت وجه کنتور,CU,2021-12-03,12/09/1400
689,تغییر در درخواست,CU,2021-12-04,13/09/1400
690,خطای عدم وجود اطلاعات,CU,2021-12-04,13/09/1400
691,درخواست تغییر نام انشعاب درخواستی,CU,2021-12-04,13/09/1400
692,خطای کد ملی,CU,2021-12-04,13/09/1400
693,جابه جایی,CU,2021-12-04,13/09/1400
694,درخواست تغییر نام انشعاب درخواستی,CU,2021-12-04,13/09/1400
695,خطای افزایش,CU,2021-12-04,13/09/1400
696,لینک خرید مستقیم,CU,2021-12-04,13/09/1400
697,توافق نامه,CU,2021-12-04,13/09/1400
698,تغییر شماره تلفن,CU,2021-12-04,13/09/1400
699,عدم تغییر در پیمانکار,CU,2021-12-05,14/09/1400
700,تغییر کد ملی,CU,2021-12-05,14/09/1400
701,عدم ثبت افزایش آمپراژ,CU,2021-12-05,14/09/1400
702,تغییر نام در درخواست انشعاب,CU,2021-12-05,14/09/1400
703,لینک ارسال مستقیم,CU,2021-12-06,15/09/1400
704,جمع آوری ,CU,2021-12-06,15/09/1400
705,ثبت معافیت,CU,2021-12-06,15/09/1400
706,کمیسون,CU,2021-12-06,15/09/1400
707,ثبت معافیت,CU,2021-12-06,15/09/1400
708,جمع آوری درخواست,CU,2021-12-06,15/09/1400
709,درخواست تغییر نام,CU,2021-12-06,15/09/1400
710,فیش,CU,2021-12-06,15/09/1400
711,تغییر نام انشعاب,CU,2021-12-06,15/09/1400
712,تعویض لوازم,CU,2021-12-06,15/09/1400
713,خطای ارسال نصب,CU,2021-12-07,16/09/1400
714,کمیسیون,CU,2021-12-07,16/09/1400
715,عدم موجودی کنتور,CU,2021-12-07,16/09/1400
716,خطای ایجاد سابقه,CU,2021-12-07,16/09/1400
717,کمیسیون,CU,2021-12-07,16/09/1400
718,حذف درخواست,CU,2021-12-07,16/09/1400
719,نصب کنتور,CU,2021-12-08,17/09/1400
720,انشعاب,CU,2021-12-08,17/09/1400
721,موجودی ناحیه,CU,2021-12-08,17/09/1400
722,عدم وجود کنتور,CU,2021-12-08,17/09/1400
723,خطای تلفن,CU,2021-12-08,17/09/1400
724,کمیسون,CU,2021-12-08,17/09/1400
725,شماره درخواست,CU,2021-12-08,17/09/1400
726,عدم وجود کنتور,CU,2021-12-08,17/09/1400
727,کنتور,CU,2021-12-08,17/09/1400
728,کمسیون طرح,CU,2021-12-08,17/09/1400
729,عدم ثبت اطلاعات تجهیز,CU,2021-12-09,18/09/1400
730,نصب درخواست,CU,2021-12-09,18/09/1400
731,موجودی ناحیه,CU,2021-12-09,18/09/1400
732,افزایش آمپراژ,CU,2021-12-09,18/09/1400
733,خطای عدم وجود اطلاعات,CU,2021-12-09,18/09/1400
734,تغیییر کمیسیون,CU,2021-12-09,18/09/1400
735,تغییر تلفن,CU,2021-12-10,19/09/1400
736,خطای عدم وجود اطلاعات,CU,2021-12-10,19/09/1400
737,ثبت معافیت,CU,2021-12-10,19/09/1400
738,قیمت تجهیزات,CU,2021-12-10,19/09/1400
739,عدم امکان ایجاد سابقه,CU,2021-12-10,19/09/1400
740,عدم ثبت افزایش آمپراژ,CU,2021-12-10,19/09/1400
741,تعویض لوازم,CU,2021-12-11,20/09/1400
742,لینک ارسال مستقیم,CU,2021-12-11,20/09/1400
743,عدم امکان ارسال لینک,CU,2021-12-11,20/09/1400
744,کاهش آمپراژ,CU,2021-12-11,20/09/1400
745,تایید معافیت,CU,2021-12-11,20/09/1400
746,خطای افزایش,CU,2021-12-11,20/09/1400
747,تغییر شماره تلفن,CU,2021-12-11,20/09/1400
748,تایید معافیت,CU,2021-12-12,21/09/1400
749,تغییر نام انشعاب,CU,2021-12-12,21/09/1400
750,نصب کنتور,CU,2021-12-12,21/09/1400
751,درخواست تغییر نام انشعاب درخواستی,CU,2021-12-12,21/09/1400
752,عدم ثبت کد ملی درخواست,CU,2021-12-12,21/09/1400
753,عدم ثبت افزایش آمپراژ,CU,2021-12-13,22/09/1400
754,تغییرات,CU,2021-12-13,22/09/1400
755,کاهش آمپراژ,CU,2021-12-13,22/09/1400
756,انشعاب,CU,2021-12-13,22/09/1400
757,ثبت,CU,2021-12-13,22/09/1400
758,معافیت در پرداخت هزینه انشعاب,CU,2021-12-13,22/09/1400
759,درخواست تغییر نام,CU,2021-12-13,22/09/1400
760,جمع آوری ,CU,2021-12-13,22/09/1400
761,جمع آوری هزینه انشعاب,CU,2021-12-13,22/09/1400
762,نصب انشعاب,CU,2021-12-13,22/09/1400
763,تغییرات,CU,2021-12-14,23/09/1400
764,تغییر نام در درخواست انشعاب,CU,2021-12-14,23/09/1400
765,تغییر کد ملی,CU,2021-12-14,23/09/1400
766,لینک خرید مستقیم,CU,2021-12-14,23/09/1400
767,اصلاح فیش ,CU,2021-12-14,23/09/1400
768,تغییرات قدرت,CU,2021-12-14,23/09/1400
769,عدم ثبت درخواست,CU,2021-12-14,23/09/1400
770,جمع آوری درخواست,CU,2021-12-15,24/09/1400
771,عدم امکان تغییر درخواست,CU,2021-12-15,24/09/1400
772,خطای افزایش,CU,2021-12-15,24/09/1400
773,عدم امکان تغییر درخواست,CU,2021-12-15,24/09/1400
774,توافق نامه,CU,2021-12-15,24/09/1400
775,عدم امکان تغییر درخواست,CU,2021-12-15,24/09/1400
776,شماره درخواست,CU,2021-12-15,24/09/1400
777,جابه جایی,CU,2021-12-16,25/09/1400
778,خطا درخواست,CU,2021-12-16,25/09/1400
779,بایگانی درخواست,CU,2021-12-16,25/09/1400
780,خطای افزایش,CU,2021-12-16,25/09/1400
781,تغییر نام,CU,2021-12-16,25/09/1400
782,عدم تغییر در پیمانکار,CU,2021-12-17,26/09/1400
783,انشعاب,CU,2021-12-17,26/09/1400
784,معافیت در پرداخت هزینه انشعاب,CU,2021-12-17,26/09/1400
785,درخواست کابل,CU,2021-12-17,26/09/1400
786,جمع آوری,CU,2021-12-17,26/09/1400
787,جا به جایی انشعاب,CU,2021-12-17,26/09/1400
788,عدم امکان ارسال لینک,CU,2021-12-18,27/09/1400
789,لینک خرید مستقیم,CU,2021-12-18,27/09/1400
790,فیش هزینه انشعاب,CU,2021-12-18,27/09/1400
791,تایید هزینه انشعاب,CU,2021-12-18,27/09/1400
792,انشعاب,CU,2021-12-18,27/09/1400
